GLOBALEVENTID,SQLDATE,MonthYear,Year,FractionDate,Actor1Code,Actor1Name,Actor1CountryCode,Actor1KnownGroupCode,Actor1EthnicCode,Actor1Religion1Code,Actor1Religion2Code,Actor1Type1Code,Actor1Type2Code,Actor1Type3Code,Actor2Code,Actor2Name,Actor2CountryCode,Actor2KnownGroupCode,Actor2EthnicCode,Actor2Religion1Code,Actor2Religion2Code,Actor2Type1Code,Actor2Type2Code,Actor2Type3Code,IsRootEvent,EventCode,EventBaseCode,EventRootCode,QuadClass,GoldsteinScale,NumMentions,NumSources,NumArticles,AvgTone,Actor1Geo_Type,Actor1Geo_FullName,Actor1Geo_CountryCode,Actor1Geo_ADM1Code,Actor1Geo_ADM2Code,Actor1Geo_Lat,Actor1Geo_Long,Actor1Geo_FeatureID,Actor2Geo_Type,Actor2Geo_FullName,Actor2Geo_CountryCode,Actor2Geo_ADM1Code,Actor2Geo_ADM2Code,Actor2Geo_Lat,Actor2Geo_Long,Actor2Geo_FeatureID,ActionGeo_Type,ActionGeo_FullName,ActionGeo_CountryCode,ActionGeo_ADM1Code,ActionGeo_ADM2Code,ActionGeo_Lat,ActionGeo_Long,ActionGeo_FeatureID,DATEADDED,SOURCEURL,Actor1__model_time_in_ms,Actor1_release_harness_version,Actor1_release_model_version,Actor1_release_model_version_number,Actor1_request_id,Actor1_result_class1,Actor1_result_class2,Actor1_timing,Actor2__model_time_in_ms,Actor2_release_harness_version,Actor2_release_model_version,Actor2_release_model_version_number,Actor2_request_id,Actor2_result_class1,Actor2_result_class2,Actor2_timing
838790477,4/16/2019,201904,2019,2019.2904,USA,LAS VEGAS,USA,,,,,,,,EDU,STUDENT,,,,,,EDU,,,1,36,36,3,1,4,2,1,2,2.21402214,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2,"Illinois, United States",US,USIL,,40.3363,-89.0022,IL,2.01904E+13,https://today.iit.edu/?p=93187,0,0.1,5ec427ae4cedfd0008830f07,4,EH419DCBWMNS5OTQ,TRUE,4,0.079870224,0,0.1,5ec427ae4cedfd0008830f07,4,9LVDT4S21IR6NCG7,TRUE,0,0.080347061
838790478,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,36,36,3,1,4,4,1,4,-0.630914826,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,2.01904E+13,https://www.wral.com/ohio-lawmakers-get-feedback-on-plans-for-more-school-funding/18329414/,0,0.1,5ec427ae4cedfd0008830f07,4,0ZYNODCUS2QAXE8F,TRUE,4,0.139713287,0,0.1,5ec427ae4cedfd0008830f07,4,QJNYTEVRG0LOZH61,TRUE,3,0.079870224
838790479,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDU,COLLEGE,,,,,,EDU,,,0,42,42,4,1,1.9,5,1,5,-2.65,3,"College Hall, California, United States",US,USCA,CA037,34.0208,-118.281,1657478,3,"College Hall, California, United States",US,USCA,,34.0208,-118.281,1657478,3,"College Hall, California, United States",US,USCA,,34.0208,-118.281,1657478,2.01904E+13,http://freerepublic.com/tag/*/index?more=3742348,0,0.1,5ec427ae4cedfd0008830f07,4,UOX39B0V5SATHGCF,TRUE,4,0.078678131,0,0.1,5ec427ae4cedfd0008830f07,4,2Z6AFWIMSL79HDX5,TRUE,3,0.085353851
838790480,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDU,COLLEGE,,,,,,EDU,,,0,42,42,4,1,1.9,1,1,1,-2.65,3,"North Beach, California, United States",US,USCA,CA075,37.8058,-122.412,1659245,3,"North Beach, California, United States",US,USCA,,37.8058,-122.412,1659245,3,"North Beach, California, United States",US,USCA,,37.8058,-122.412,1659245,2.01904E+13,http://freerepublic.com/tag/*/index?more=3742348,1001,0.1,5ec427ae4cedfd0008830f07,4,BLAKT6NI9VRX3FOZ,TRUE,4,1001.167059,0,0.1,5ec427ae4cedfd0008830f07,4,T9RVJGONI7FX1Z2S,TRUE,3,0.106811523
838790481,4/16/2019,201904,2019,2019.2904,USA,MINNESOTA,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,43,43,4,1,2.8,2,1,2,4.390243902,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"South Dakota, United States",US,USSD,,44.2853,-99.4632,SD,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2.01904E+13,http://www.drgnews.com/colette-ganje-1948-2019/,0,0.1,5ec427ae4cedfd0008830f07,4,Z86WRCDIQH5VA4ME,TRUE,4,0.080823898,0,0.1,5ec427ae4cedfd0008830f07,4,OLTREK506I3Z4GJ8,TRUE,0,0.081777573
838790482,4/16/2019,201904,2019,2019.2904,USA,MINNESOTA,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,43,43,4,1,2.8,2,1,2,4.390243902,2,"South Dakota, United States",US,USSD,,44.2853,-99.4632,SD,2,"South Dakota, United States",US,USSD,,44.2853,-99.4632,SD,2,"South Dakota, United States",US,USSD,,44.2853,-99.4632,SD,2.01904E+13,http://www.drgnews.com/colette-ganje-1948-2019/,1001,0.1,5ec427ae4cedfd0008830f07,4,U9BHQEDGL4CITXYR,TRUE,4,1001.200199,3003,0.1,5ec427ae4cedfd0008830f07,4,6CRQZ4JGN0TV3Y5B,TRUE,0,3003.201008
838790483,4/16/2019,201904,2019,2019.2904,USA,NEBRASKA,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,70,70,7,2,7,10,1,10,-5.905511811,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2.01904E+13,https://www.omaha.com/news/legislature/lawmakers-may-be-turning-to-bigger-increase-in-sales-tax/article_66bf1254-e779-56fa-93e8-652997108f21.html,0,0.1,5ec427ae4cedfd0008830f07,4,LQM3UH7IAK5B41OV,TRUE,4,0.079870224,0,0.1,5ec427ae4cedfd0008830f07,4,0HJ5A6IR7LNBSGD1,TRUE,3,0.079393387
838790484,4/16/2019,201904,2019,2019.2904,USA,OHIO,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,71,71,7,2,7.4,2,1,2,-0.630914826,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,2.01904E+13,https://www.wral.com/ohio-lawmakers-get-feedback-on-plans-for-more-school-funding/18329414/,0,0.1,5ec427ae4cedfd0008830f07,4,X4L3DVPGT6B5YWQ0,TRUE,4,0.071525574,0,0.1,5ec427ae4cedfd0008830f07,4,8IT0DQSYLACHMKU4,TRUE,3,0.080108643
838790485,4/16/2019,201904,2019,2019.2904,USA,NEBRASKA,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,71,71,7,2,7.4,10,1,10,-5.905511811,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2,"Nebraska, United States",US,USNE,,41.1289,-98.2883,NE,2.01904E+13,https://www.omaha.com/news/legislature/lawmakers-may-be-turning-to-bigger-increase-in-sales-tax/article_66bf1254-e779-56fa-93e8-652997108f21.html,0,0.1,5ec427ae4cedfd0008830f07,4,7V9FI1X20RDTMAZJ,TRUE,4,0.078201294,0,0.1,5ec427ae4cedfd0008830f07,4,PIQ1YZW3TS6298GV,TRUE,3,0.104904175
838790486,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,71,71,7,2,7.4,4,1,4,-0.630914826,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,2.01904E+13,https://www.wral.com/ohio-lawmakers-get-feedback-on-plans-for-more-school-funding/18329414/,0,0.1,5ec427ae4cedfd0008830f07,4,1YZD2PUOMRB9SNCF,TRUE,4,0.080823898,0,0.1,5ec427ae4cedfd0008830f07,4,B5JRPVUGQTOY0HCF,TRUE,3,0.1039505
838790487,4/16/2019,201904,2019,2019.2904,USA,MICHIGAN,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,110,110,11,3,-2,3,1,3,0.31152648,3,"Manitou, Washington, United States",US,USWA,WA053,47.1973,-122.493,1512427,3,"Manitou, Washington, United States",US,USWA,WA053,47.1973,-122.493,1512427,3,"Manitou, Washington, United States",US,USWA,WA053,47.1973,-122.493,1512427,2.01904E+13,https://www.firerescue1.com/wildfire-prevention/articles/393892018-Smokey-Bear-gets-digital-makeover-for-75th-birthday/,1001,0.1,5ec427ae4cedfd0008830f07,4,YV3IB6HSXFW481LQ,TRUE,4,1001.202345,0,0.1,5ec427ae4cedfd0008830f07,4,PMK5I4LARD9NCUGT,TRUE,1,0.075817108
838790488,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,110,110,11,3,-2,2,1,2,-0.630914826,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,4,"Lima, Lima, Peru",PE,PE15,91841,-12.05,-77.05,-352647,2.01904E+13,https://www.wral.com/ohio-lawmakers-get-feedback-on-plans-for-more-school-funding/18329414/,0,0.1,5ec427ae4cedfd0008830f07,4,QUVSB2ZYHXI7TOAD,TRUE,4,0.08058548,0,0.1,5ec427ae4cedfd0008830f07,4,4VW0JQCE8OGARX7B,TRUE,2,0.099658966
838790489,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,0,110,110,11,3,-2,2,1,2,-0.630914826,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,2,"Ohio, United States",US,USOH,,40.3736,-82.7755,OH,2.01904E+13,https://www.wral.com/ohio-lawmakers-get-feedback-on-plans-for-more-school-funding/18329414/,1001,0.1,5ec427ae4cedfd0008830f07,4,1QTZVODNICHPJ7SB,TRUE,4,1001.000166,1001,0.1,5ec427ae4cedfd0008830f07,4,AVZGDQLX7HU1SBP8,TRUE,2,1001.172781
838790490,4/16/2019,201904,2019,2019.2904,USA,NORTH CAROLINA,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,164,164,16,4,-7,1,1,1,1.058201058,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,3,"Guilford County, North Carolina, United States",US,USNC,,36.0668,-79.7998,1008558,2,"North Carolina, United States",US,USNC,,35.6411,-79.8431,NC,2.01904E+13,https://www.educationdive.com/news/analysis-teachers-more-likely-to-strike-in-lowest-paid-districts-states/552758/,1001,0.1,5ec427ae4cedfd0008830f07,4,9B7AV6C3W42XPEIK,TRUE,4,1001.217365,0,0.1,5ec427ae4cedfd0008830f07,4,M0P8AWLZ95N1OQ3X,TRUE,1,0.083208084
838790491,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDU,PROFESSOR,,,,,,EDU,,,1,180,180,18,4,-9,4,1,4,-1.771956857,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2,"Michigan, United States",US,USMI,,43.3504,-84.5603,MI,2.01904E+13,https://www.lansingstatejournal.com/story/news/local/2019/04/16/michigan-state-university-msu-larry-nassar-survivors-exhibit-finding-our-voice/3352050002/,0,0.1,5ec427ae4cedfd0008830f07,4,FTGB0V6ONDSE3MQZ,TRUE,4,0.079870224,0,0.1,5ec427ae4cedfd0008830f07,4,QE6X804NSC5VBRHF,TRUE,2,0.09727478
838790492,4/16/2019,201904,2019,2019.2904,USA,FLORIDA,USA,,,,,,,,EDU,SCHOOL,,,,,,EDU,,,1,193,193,19,4,-10,8,1,8,-2.123142251,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.recode.net/2019/4/16/18402131/recode-daily-wired-facebook-google-eu-notre-dame-fire-pulitzer-prize,0,0.1,5ec427ae4cedfd0008830f07,4,NH6Z1AGOBSEM9UJR,TRUE,4,0.077962875,0,0.1,5ec427ae4cedfd0008830f07,4,4ZRTKPLI9C2YQ0OW,TRUE,2,0.066757202
838790493,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDUEDU,SCHOOL,,,,,,EDU,EDU,,1,60,60,6,2,6,6,1,6,4.210526316,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2.01904E+13,https://www.newjerseyhills.com/the_progress/news/fairfield-montville-police-install-child-car-seats/article_1e72a6a2-b727-53b0-a614-809fea1912be.html,1001,0.1,5ec427ae4cedfd0008830f07,4,5Z43N0ITK6LDABH7,TRUE,4,1001.17588,2001,0.1,5ec427ae4cedfd0008830f07,4,W9FQN8E0U534XJOB,TRUE,0,2001.371145
838790494,4/16/2019,201904,2019,2019.2904,USA,CHARLOTTE,USA,,,,,,,,EDUGOV,UNIVERSITY,,,,,,EDU,GOV,,1,112,112,11,3,-2,2,1,2,-3.125,3,"Eaton County, Michigan, United States",US,USMI,MI045,42.6,-84.85,1622965,3,"Michigan State University, Michigan, United States",US,USMI,,42.4053,-85.4019,632213,3,"Michigan State University, Michigan, United States",US,USMI,,42.4053,-85.4019,632213,2.01904E+13,https://www.lansingstatejournal.com/story/news/local/2019/04/16/live-updates-lou-anna-simon-msu-michigan-state-university/3474928002/,0,0.1,5ec427ae4cedfd0008830f07,4,G7YPW09AFDRT5QMN,TRUE,4,0.079631805,0,0.1,5ec427ae4cedfd0008830f07,4,24JGQKOPM1LUS6EZ,TRUE,2,0.08058548
838790495,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDUHLH,UNIVERSITY,,,,,,EDU,HLH,,0,193,193,19,4,-10,1,1,1,-3.55987055,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Montana, United States",US,USMT,,46.9048,-110.326,MT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2.01904E+13,https://missoulian.com/news/state-and-regional/crime-and-courts/montana-trooper-wounded-in-shooting-interacts-from-hospital-bed/article_fa363d98-0e36-581a-8c34-2e98a18ad83d.html,0,0.1,5ec427ae4cedfd0008830f07,4,ESG7XRVFB860YWLD,TRUE,4,0.08058548,1001,0.1,5ec427ae4cedfd0008830f07,4,7NZ5AULJD0YXOHC8,TRUE,2,1001.199484
838790496,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,EDUHLH,UNIVERSITY,,,,,,EDU,HLH,,0,193,193,19,4,-10,1,1,1,-3.55987055,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2,"Utah, United States",US,USUT,,40.1135,-111.854,UT,2.01904E+13,https://missoulian.com/news/state-and-regional/crime-and-courts/montana-trooper-wounded-in-shooting-interacts-from-hospital-bed/article_fa363d98-0e36-581a-8c34-2e98a18ad83d.html,1001,0.1,5ec427ae4cedfd0008830f07,4,FEMHK0ZS8OUNLX9C,TRUE,4,1001.172781,0,0.1,5ec427ae4cedfd0008830f07,4,0AZMW3RLONIEY951,TRUE,2,0.079870224
838790497,4/16/2019,201904,2019,2019.2904,USA,KENTUCKY,USA,,,,,,,,EGY,EGYPT,EGY,,,,,,,,0,10,10,1,1,0,1,1,1,-2.634730539,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,4,"Alexandria, Al Iskandariyah, Egypt",EG,EG06,61590,31.1981,29.9192,-290263,2.01904E+13,https://www.rollcall.com/news/congress/kentucky-congressman-takes-umbrage-at-rep-alexandria-ocasio-cortez-tweet-rescinds-invitation-to-coal-mine,0,0.1,5ec427ae4cedfd0008830f07,4,4WGPAVYK6I7OCJBL,TRUE,4,0.084638596,0,0.1,5ec427ae4cedfd0008830f07,4,KDAJCUV3RB50429E,TRUE,2,0.108718872
838790498,4/16/2019,201904,2019,2019.2904,USA,THE US,USA,,,,,,,,EGY,ALEXANDRIA,EGY,,,,,,,,1,14,14,1,1,0,3,1,3,-1.305483029,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,1,United Kingdom,UK,UK,,54,-4,UK,2.01904E+13,https://www.vogue.co.uk/article/alexandria-ocasio-cortez-social-media-ban-rules,0,0.1,5ec427ae4cedfd0008830f07,4,YZH63I2E5TAFWVX0,TRUE,4,0.074863434,0,0.1,5ec427ae4cedfd0008830f07,4,DIFWAGK8QJ2N41HE,TRUE,2,0.073194504
838790499,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,ELIMIL,RETIRED,,,,,,ELI,MIL,,0,42,42,4,1,1.9,1,1,1,-0.913937548,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2.01904E+13,https://www.meridianstar.com/news/lifestyles/robert-st-john-florence-american-cemetery-drives-home-meaning-of/article_65dfe809-487b-560a-8c22-c59b0d94a598.html,0,0.1,5ec427ae4cedfd0008830f07,4,H1Q27YJGOSWI03EF,TRUE,4,0.081777573,0,0.1,5ec427ae4cedfd0008830f07,4,153FOR6QC0B8HYDS,TRUE,3,0.082731247
838790500,4/16/2019,201904,2019,2019.2904,USA,NEW YORK,USA,,,,,,,,ELIMIL,RETIRED,,,,,,ELI,MIL,,0,43,43,4,1,2.8,1,1,1,-0.913937548,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2,"New York, United States",US,USNY,,42.1497,-74.9384,NY,2.01904E+13,https://www.meridianstar.com/news/lifestyles/robert-st-john-florence-american-cemetery-drives-home-meaning-of/article_65dfe809-487b-560a-8c22-c59b0d94a598.html,0,0.1,5ec427ae4cedfd0008830f07,4,9PTKN0SCE15ARF6Z,TRUE,4,0.079393387,0,0.1,5ec427ae4cedfd0008830f07,4,HGRML9W25Z1OBKXF,TRUE,3,0.115633011
838790501,4/16/2019,201904,2019,2019.2904,USA,CLEVELAND,USA,,,,,,,,ESP,TOLEDO,ESP,,,,,,,,0,71,71,7,2,7.4,2,1,2,-0.630914826,3,"Cleveland, Ohio, United States",US,USOH,OH035,41.4995,-81.6954,1066654,3,"Dayton, Ohio, United States",US,USOH,OH113,39.7589,-84.1916,1064514,3,"Cleveland, Ohio, United States",US,USOH,OH035,41.4995,-81.6954,1066654,2.01904E+13,https://www.wral.com/ohio-lawmakers-get-feedback-on-plans-for-more-school-funding/18329414/,1001,0.1,5ec427ae4cedfd0008830f07,4,741RIH2AWTK83QGM,TRUE,4,1001.170397,0,0.1,5ec427ae4cedfd0008830f07,4,3BCG1RPI65A2LQSN,TRUE,3,0.080823898
838790502,4/16/2019,201904,2019,2019.2904,USA,CLEVELAND,USA,,,,,,,,ESP,TOLEDO,ESP,,,,,,,,0,71,71,7,2,7.4,2,1,2,-0.630914826,3,"Cleveland, Ohio, United States",US,USOH,OH035,41.4995,-81.6954,1066654,3,"Cleveland, Ohio, United States",US,USOH,OH035,41.4995,-81.6954,1066654,3,"Cleveland, Ohio, United States",US,USOH,OH035,41.4995,-81.6954,1066654,2.01904E+13,https://www.wral.com/ohio-lawmakers-get-feedback-on-plans-for-more-school-funding/18329414/,0,0.1,5ec427ae4cedfd0008830f07,4,95J0YPVMG6QFZE8T,TRUE,4,0.078201294,1001,0.1,5ec427ae4cedfd0008830f07,4,R841NSGBVL5PU0A7,TRUE,3,1001.174688
838790503,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,FRA,FRANCE,FRA,,,,,,,,0,46,46,4,1,7,1,1,1,-0.616438356,3,"Ogdensburg, New York, United States",US,USNY,NY089,44.6942,-75.4863,976759,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,4,"Paris, France (general), France",FR,FR00,16282,48.8667,2.33333,-1456928,2.01904E+13,https://www.pressrepublican.com/news/local_news/sacred-treasure-lost/article_762a8370-930a-5396-8f20-a55bf2facf89.html,0,0.1,5ec427ae4cedfd0008830f07,4,E6Y3WLBKQNXUMVRP,TRUE,4,0.081777573,0,0.1,5ec427ae4cedfd0008830f07,4,79E25M41DAKP6YSL,TRUE,3,0.081062317
838790504,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,GOV,FIRE MARSHAL,,,,,,GOV,,,0,12,12,1,1,-0.4,4,1,4,-9.185803758,3,"Opelousas, Louisiana, United States",US,USLA,LA097,30.5335,-92.0815,1629991,3,"Opelousas, Louisiana, United States",US,USLA,LA097,30.5335,-92.0815,1629991,3,"Opelousas, Louisiana, United States",US,USLA,LA097,30.5335,-92.0815,1629991,2.01904E+13,https://www.courthousenews.com/damning-evidence-points-to-church-fires-suspect/,0,0.1,5ec427ae4cedfd0008830f07,4,KH1NJ4T2V06OUDAG,TRUE,4,0.078201294,0,0.1,5ec427ae4cedfd0008830f07,4,P0C3RM6W91YZ8DT2,TRUE,2,0.108718872
838790505,4/16/2019,201904,2019,2019.2904,USA,JERSEY,USA,,,,,,,,GOV,MINIST,,,,,,GOV,,,1,20,20,2,1,3,4,1,4,-1.22324159,1,Jersey,JE,JE,,49.216667,-2.116667,JE,1,Jersey,JE,JE,,49.216667,-2.116667,JE,1,Jersey,JE,JE,,49.216667,-2.116667,JE,2.01904E+13,https://www.itv.com/news/channel/2019-04-16/family-friendly-draft-law-amendment-does-not-go-far-enough-says-jerseys-chamber/,1001,0.1,5ec427ae4cedfd0008830f07,4,UFAZ2IYJEWLG8QMC,TRUE,4,1001.16992,0,0.1,5ec427ae4cedfd0008830f07,4,X1WNGMUZERC94S5Y,TRUE,3,0.104665756
838790506,4/16/2019,201904,2019,2019.2904,USA,MONTANA,USA,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,32,32,3,1,4.5,4,1,4,0,2,"Montana, United States",US,USMT,,46.9048,-110.326,MT,2,"Montana, United States",US,USMT,,46.9048,-110.326,MT,2,"Montana, United States",US,USMT,,46.9048,-110.326,MT,2.01904E+13,https://missoulian.com/opinion/columnists/legislators-honor-wildland-firefighters-in-words-but-not-in-deeds/article_3b4246ae-d5a2-5e51-9662-8c88130b36cd.html,0,0.1,5ec427ae4cedfd0008830f07,4,VHR4ON2AULFST1J8,TRUE,4,0.08058548,0,0.1,5ec427ae4cedfd0008830f07,4,2BHQTWSIG8FARY61,TRUE,3,0.078439713
838790507,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,36,36,3,1,4,2,1,2,3.187250996,3,"Cool Springs, Tennessee, United States",US,USTN,TN053,36.1628,-89.1387,1314886,3,"Cool Springs, Tennessee, United States",US,USTN,,36.1628,-89.1387,1314886,3,"Cool Springs, Tennessee, United States",US,USTN,,36.1628,-89.1387,1314886,2.01904E+13,https://www.nashvillepost.com/business/finance/article/21064453/jackson-national-hires-clevel-exec,0,0.1,5ec427ae4cedfd0008830f07,4,TLFMV0HCIGAEBOZ5,TRUE,4,0.079393387,0,0.1,5ec427ae4cedfd0008830f07,4,2GYDQUJPWC0N6SR9,TRUE,0,0.111818314
838790508,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,43,43,4,1,2.8,4,1,4,9.090909091,3,"Attleboro, Massachusetts, United States",US,USMA,MA005,41.9445,-71.2856,612033,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,3,"Attleboro, Massachusetts, United States",US,USMA,MA005,41.9445,-71.2856,612033,2.01904E+13,https://www.southcoasttoday.com/special/20190416/middleboro-firefighter-completes-mfa-training-earns-prestigious-award,0,0.1,5ec427ae4cedfd0008830f07,4,PTV2HZRE5K0YUNIL,TRUE,4,0.077724457,0,0.1,5ec427ae4cedfd0008830f07,4,QWYN2ZS3LDJ6GXTB,TRUE,0,0.117778778
838790509,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,GOV,FIREFIGHTER,,,,,,GOV,,,1,43,43,4,1,2.8,2,1,2,9.090909091,3,"Attleboro, Massachusetts, United States",US,USMA,MA005,41.9445,-71.2856,612033,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2,"Massachusetts, United States",US,USMA,,42.2373,-71.5314,MA,2.01904E+13,https://www.southcoasttoday.com/special/20190416/middleboro-firefighter-completes-mfa-training-earns-prestigious-award,0,0.1,5ec427ae4cedfd0008830f07,4,PUNX4MB73E95ZIQL,TRUE,4,0.08058548,0,0.1,5ec427ae4cedfd0008830f07,4,6Q7W8TB1FM5UR2DJ,TRUE,0,0.080823898
838790510,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,GOV,FIRE MARSHAL,,,,,,GOV,,,0,112,112,11,3,-2,4,1,4,-9.185803758,3,"Opelousas, Louisiana, United States",US,USLA,LA097,30.5335,-92.0815,1629991,3,"Opelousas, Louisiana, United States",US,USLA,LA097,30.5335,-92.0815,1629991,3,"Opelousas, Louisiana, United States",US,USLA,LA097,30.5335,-92.0815,1629991,2.01904E+13,https://www.courthousenews.com/damning-evidence-points-to-church-fires-suspect/,1001,0.1,5ec427ae4cedfd0008830f07,4,HCGYL9FM8RV7U4E2,TRUE,4,1001.171112,2002,0.1,5ec427ae4cedfd0008830f07,4,I5ZGUWQ2LTXO3NE1,TRUE,2,2002.08354
838790511,4/16/2019,201904,2019,2019.2904,USA,UNITED STATES,USA,,,,,,,,GOV,PRESIDENT,,,,,,GOV,,,1,1123,112,11,3,-2,3,1,3,-8.126410835,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2,"Minnesota, United States",US,USMN,,45.7326,-93.9196,MN,2.01904E+13,https://www.businessinsider.com/trump-no-regrets-about-attacking-rep-ilhan-omar-over-911-comments-2019-4,0,0.1,5ec427ae4cedfd0008830f07,4,4UY5AL0NHZ9QC8F3,TRUE,4,0.077486038,1001,0.1,5ec427ae4cedfd0008830f07,4,JL8QNMS934CDXHVE,TRUE,2,1001.172066
